leftleg1_x,leftleg1_y,leftleg2_x,leftleg2_y,leftleg3_x,leftleg3_y,rightleg1_x,rightleg1_y,rightleg2_x,rightleg2_y,rightleg3_x,rightleg3_y,abdomen_x,abdomen_y,,
627.904541,383.901947,512.9812622,494.4189453,456.8441467,370.8787537,719.0077515,420.9537048,785.0678101,310.9686584,790.857605,574.4725342,675.7984009,524.9437866,,
575.9326782,356.8251953,457.8546448,377.0404358,458.5454407,375.4423828,707.5162964,387.4060669,777.6072998,633.6459961,828.5791626,691.911499,696.9052124,563.5855713,,
592.2973633,378.6482239,378.4020996,294.2254333,564.9301147,638.4174805,697.9251099,388.8076782,720.5788574,573.878418,823.7020264,642.0557251,717.5158081,573.9103394,,
595.7225342,382.9435425,596.199707,538.8837891,448.1651306,377.7890625,697.6824341,388.1846008,696.8965454,378.4985657,856.3006592,631.7172852,719.3339233,586.8617554,,
593.9063721,387.1776733,451.2514648,385.8077698,448.8349304,382.0880127,698.5768433,388.5832214,815.789978,587.6838989,815.6004639,581.1613159,720.0106812,591.9141846,,
596.0840454,384.9611206,451.0318909,386.4403076,451.6407166,384.0776062,698.8901978,389.5872192,837.9325562,518.2665405,813.2206421,584.5042114,720.5544434,587.5437012,,
548.4093628,316.998291,453.3125305,389.7168274,451.9441833,387.9805908,698.2982178,389.874054,819.8692017,553.1114502,821.9592285,548.0135498,718.4107056,618.3771973,,
540.9003296,320.9259644,453.3867493,390.3126221,451.8474121,389.2056885,698.1764526,390.0126343,825.8720703,536.1422119,782.1759033,565.1557007,728.3862305,613.1349487,,
537.3075562,318.4523926,446.1690979,388.3406067,447.0263062,386.6550293,698.0775757,390.5111694,818.0566406,498.6180115,811.8397827,601.1976318,732.6730347,615.2045898,,
543.5118408,318.0366211,605.7548828,495.0068359,440.206604,411.7924194,697.9344482,390.8075867,803.0616455,487.0570679,795.1345825,585.0090332,706.0179443,598.1817627,,
547.8527222,316.067749,612.6561279,486.410614,489.2200928,715.5013428,697.3847046,391.3659668,766.6276855,472.5812683,767.5857544,582.331543,697.8491211,602.8286743,,
549.9476318,314.4996338,614.3873901,491.3303528,523.9407959,698.1051636,698.8967896,390.9716187,737.1188965,499.5307312,799.677002,552.9472656,679.206543,607.5600586,,
550.9042358,314.6000061,611.1824341,492.4032593,536.3988037,687.2631836,698.144165,391.3676758,753.2371216,471.7914124,754.4406128,604.5688477,668.9086914,608.4838867,,
551.5128784,314.5439758,612.3718872,493.1099854,542.2598877,681.2784424,698.3161011,391.4611816,810.7703247,486.2725525,754.0152588,607.1047974,668.9990234,610.8581543,,
553.0170288,314.1078186,611.9633179,492.4618225,543.4249878,677.6912231,698.8692627,391.1923523,752.8342896,472.7195435,752.6533203,609.444519,667.8746948,610.7315674,,
552.9171143,314.2589722,617.3657227,489.5608215,543.8306885,677.4780884,698.3713379,392.2329407,709.0689697,481.7539978,751.4718018,607.6447754,664.376709,606.7834473,,
553.885376,313.9031982,615.0012207,489.3005371,544.7306519,673.7584229,699.0866699,390.9747314,704.6956787,482.1195374,752.0157471,606.4181519,662.6523438,606.1890259,,
553.6801758,313.6412354,615.7350464,489.6942139,545.4534912,673.9567871,698.5046997,391.8254395,709.4160767,483.3133545,752.086853,606.454834,661.8163452,604.7103882,,
553.9515381,313.8771667,616.4360352,488.3264465,548.0465698,671.5514526,699.1540527,391.600708,709.2156982,484.4764709,753.1062012,607.2224121,660.7697754,603.6658325,,
554.151062,313.8570251,616.2980347,488.9416199,548.4685669,671.7285767,698.5599976,392.0537415,705.5941772,482.681427,751.7206421,607.6396484,660.5608521,604.0961304,,
554.409668,313.9406433,615.8145142,489.1309509,549.906189,670.5408936,698.5883789,392.0638428,702.7793579,482.1377563,751.1693115,608.0316772,662.420166,605.190918,,
554.5545654,314.026062,615.5688477,487.8876343,549.461792,670.7788086,698.1416016,391.9544067,700.5577393,481.5270386,751.6234741,607.6536865,661.9039917,607.3831177,,
554.6229858,313.990448,615.3738403,488.3865051,548.5570679,670.1070557,698.1586914,392.1561279,701.4989014,481.6799316,752.0663452,607.8085327,660.8824463,606.0799561,,
555.7252808,314.7586365,614.6531982,489.7713928,547.5057373,669.8917847,698.0501099,391.3965759,703.227417,481.251709,751.6853027,608.4259644,661.3795776,609.7856445,,
601.5067139,381.3930359,598.2687378,471.9589844,565.7489624,726.9052734,755.8352051,284.7866211,872.4921875,468.9514771,825.9139404,654.5820313,667.2683105,634.7984619,,
622.741272,370.7844849,614.3793945,447.2681274,861.9295044,644.5349121,692.3357544,385.1738892,879.9414673,460.6578979,794.3825684,544.4694214,669.2877808,628.5540771,,
614.3718262,351.9382629,437.3619385,391.1443176,484.5487366,679.9320679,773.1848755,286.6463623,916.977356,520.0471191,875.1369629,641.2283325,657.0343628,597.949646,,
